py,APPROACHES_FROM_100_125_YARDS,APPROACHES_FROM_100_125_YARDS_RGH,APPROACHES_FROM_125_150_YARDS,APPROACHES_FROM_125_150_YARDS_RGH,APPROACHES_FROM_150_175_YARDS,APPROACHES_FROM_150_175_YARDS_RGH,APPROACHES_FROM_175_200_YARDS,APPROACHES_FROM_175_200_YARDS_RGH,APPROACHES_FROM_200_225_YARDS,APPROACHES_FROM_200_225_YARDS_RGH,APPROACHES_FROM_225_250_YARDS,APPROACHES_FROM_225_250_YARDS_RGH,APPROACHES_FROM_250_275_YARDS,APPROACHES_FROM_250_275_YARDS_RGH,APPROACHES_FROM_INSIDE_100_YARDS,APPROACHES_FROM_INSIDE_100_YARDS_RGH,BIRDIE_AVE,BIRDIE_OR_BETTER_CONVESION_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE,BIRDIE_OR_BETTER_PERCENTAGE_FAIRWAY,BIRDIE_OR_BETTER_PERCENTAGE_ROUGH,BOUNCE_BACK,CLUB_HEAD_SPEED,DRIVING_ACCURACY_PERCENTAGE,DRIVING_DISTANCE,EAGLES_HOLES_PER,FAIRWAY_PROXIMITY,FEDEX_REGULAR_SEASON_POINTS,FINAL_ROUND_PERFORMANCE,GREENS_IN_REGULATION_PERCENTAGE,PAR_3_SCORING_AVERAGE,PAR_4_SCORING_AVERAGE,PAR_5_SCORING_AVERAGE,PUTTING_FROM_10_15ft,PUTTING_FROM_15_20ft,PUTTING_FROM_20_25ft,PUTTING_FROM_25ft_plus,PUTTING_INSIDE_10ft,PUTTS_PER_ROUND,ROUGH_PROXIMITY,SAND_SAVE_PERCENTAGE,PLAYER,SEASON_CURRENT,PERCENTAGE_OF_WINNING_PTS,SEASON_NEXT,NEXT_PERCENTAGE_OF_WINNING_PTS
2017_Derek Fathauer,211,369,269,492,348,539,378,638,474,873,607,1385,802,961,221,324,3.68,31.09,20.81,22.92,13.6,16.74,110.68,55.49,286.5,270.0,370,408,46.15,62.81,3.14,4.07,4.66,28.34,17.36,10.11,4.06,88.33,28.64,555,44.37,Derek Fathauer,2017,0.14220982920878356,2018,0.11630474788369526
2017_Dominic Bozzelli,258,383,286,476,323,521,402,692,490,805,562,850,916,797,195,365,3.57,29.56,20.0,22.77,13.78,21.74,114.66,56.57,294.4,585.0,380,394,70.0,61.97,3.08,4.09,4.67,31.82,24.04,8.54,4.78,86.54,28.6,553,43.24,Dominic Bozzelli,2017,0.1373300801673057,2018,0.06993006993006994
2017_Dustin Johnson,214,347,245,396,321,532,347,553,461,614,561,934,746,573,188,328,3.99,32.08,22.86,26.54,17.32,20.37,121.17,56.97,315.0,140.0,339,2466,81.25,69.52,3.01,3.99,4.52,25.77,11.97,11.63,6.61,87.5,29.1,454,44.32,Dustin Johnson,2017,0.85953293830603,2018,1.0
2017_Emiliano Grillo,253,482,261,396,311,492,370,716,461,734,635,853,875,993,202,286,3.63,29.06,20.63,21.75,10.34,18.22,114.39,65.44,293.3,223.7,372,518,57.89,66.99,3.03,4.04,4.76,30.84,20.0,12.75,5.05,86.22,29.33,538,53.28,Emiliano Grillo,2017,0.18055071453468108,2018,0.3316157526683842
2017_Gary Woodland,232,403,263,489,303,494,377,691,449,828,625,1163,576,599,222,332,3.69,29.1,20.91,23.62,15.06,18.41,122.67,59.31,307.6,228.9,364,1052,65.0,69.48,3.1,4.02,4.6,31.12,17.76,6.38,4.29,85.75,29.89,563,60.68,Gary Woodland,2017,0.3666782851167654,2018,0.38424733161575264
2017_Graeme McDowell,253,340,272,518,311,467,440,691,528,1014,595,984,746,1115,203,363,3.73,31.38,21.13,22.49,14.18,16.18,109.61,69.87,279.5,252.0,384,331,54.55,62.6,2.97,4.08,4.71,34.48,28.05,23.29,5.36,87.5,28.32,595,50.51,Graeme McDowell,2017,0.11537120948065528,2018,0.10084652189915348
2017_Grayson Murray,235,414,268,501,311,509,375,704,493,692,619,969,636,1076,219,387,3.89,32.36,22.1,24.45,17.52,23.73,120.48,56.01,308.2,202.5,354,638,41.18,63.95,3.08,4.06,4.67,30.57,19.1,13.93,4.64,86.67,28.68,559,51.57,Grayson Murray,2017,0.22237713489020564,2018,0.16120721383879277
2017_Harold Varner III,228,378,253,548,350,543,392,644,468,715,575,838,689,1039,224,374,3.58,28.7,20.37,22.08,13.53,20.21,118.82,59.61,302.4,198.0,364,375,36.84,67.68,3.08,4.04,4.66,30.13,21.05,11.72,3.67,85.92,29.69,570,47.97,Harold Varner III,2017,0.1307075636110143,2018,0.17445712182554288
2017_Harris English,275,359,310,365,381,462,388,535,436,759,611,963,676,1033,254,287,3.59,29.03,20.1,21.0,16.21,20.0,117.82,51.42,301.9,684.0,386,397,46.67,63.96,3.02,4.06,4.75,32.18,23.08,10.58,5.35,88.79,28.78,480,58.97,Harris English,2017,0.1383757406761938,2018,0.1409642988590357
2017_Hideki Matsuyama,240,342,251,466,291,449,350,607,476,711,515,849,601,1017,200,270,4.29,34.22,24.71,25.51,16.89,23.63,118.13,58.61,303.3,114.0,350,2869,78.95,69.01,3.06,3.98,4.48,28.4,9.09,15.31,4.24,86.49,28.86,510,50.88,Hideki Matsuyama,2017,1.0,2018,0.22340817077659184
2017_Hudson Swafford,218,318,287,435,352,541,382,623,414,839,622,1000,687,993,216,358,3.69,29.35,20.8,21.35,14.6,19.83,122.67,60.27,305.1,324.0,360,921,73.68,68.21,3.07,4.04,4.61,29.86,18.87,6.84,3.87,88.16,29.49,537,51.53,Hudson Swafford,2017,0.3210177762286511,2018,0.09017298490982702
2017_Hunter Mahan,287,400,317,453,405,572,455,724,590,924,660,790,740,1090,248,244,3.14,27.46,18.08,18.45,14.9,18.64,115.58,63.4,294.5,159.8,430,130,11.11,64.55,3.12,4.08,4.69,32.24,21.6,4.84,3.55,89.03,29.58,557,55.22,Hunter Mahan,2017,0.04531195538515162,2018,0.0861244019138756
2017_Ian Poulter,260,388,269,398,300,407,425,669,505,737,709,880,880,947,248,335,3.46,28.43,19.53,20.52,12.57,20.13,110.76,62.55,283.5,306.0,391,760,68.75,64.46,3.04,4.0,4.64,27.78,14.29,6.1,5.53,88.34,28.44,553,59.29,Ian Poulter,2017,0.26490066225165565,2018,0.3790945896209054
2017_J.B. Holmes,244,342,289,457,332,507,379,875,438,834,585,719,728,952,206,319,3.71,32.32,21.35,23.62,19.0,18.44,121.68,51.27,307.5,136.8,362,543,44.44,62.57,3.08,4.07,4.66,28.88,19.05,12.86,6.58,86.52,28.88,532,42.86,J.B. Holmes,2017,0.18926455210874868,2018,0.2355539197644461
2017_J.J. Henry,270,453,310,417,359,536,395,610,461,985,662,933,812,970,215,338,2.98,23.93,17.05,17.52,11.41,18.06,114.17,62.58,294.1,193.5,381,365,35.29,69.44,3.05,4.07,4.64,25.26,18.29,9.4,2.99,87.83,30.42,557,40.32,J.J. Henry,2017,0.12722202858138723,2018,0.08796466691203533
2017_J.J. Spaun,234,441,294,434,337,549,435,683,460,785,681,690,715,1063,227,274,3.5,28.45,20.03,19.69,13.25,15.48,115.3,65.11,291.5,172.0,384,510,66.67,67.12,3.0,4.05,4.68,28.36,19.48,11.76,4.32,88.08,29.35,557,45.45,J.J. Spaun,2017,0.17776228651097944,2018,0.312476996687523
2017_J.T. Poston,235,335,257,424,329,520,351,549,546,765,593,1197,860,1045,203,304,3.83,31.71,21.58,22.73,18.06,20.09,115.53,59.44,295.5,313.2,366,340,47.37,65.52,3.03,4.04,4.64,26.92,16.54,11.2,2.82,88.61,28.84,517,41.98,J.T. Poston,2017,0.11850819100731963,2018,0.16488774383511226
2017_James Hahn,265,381,292,433,336,520,424,653,523,750,620,807,779,838,209,313,3.39,27.78,19.21,19.48,18.08,15.63,113.38,63.14,293.9,246.9,395,711,45.0,66.09,3.07,4.04,4.68,27.78,20.13,17.95,2.36,87.72,29.36,530,47.97,James Hahn,2017,0.2478215406064831,2018,0.2193595877806404
2017_Jamie Lovemark,217,397,292,410,339,533,445,768,497,820,606,944,772,938,233,343,3.72,30.47,21.41,22.11,19.68,20.31,118.54,57.39,304.9,132.9,394,787,47.37,66.09,3.11,4.0,4.6,30.56,22.9,8.11,5.71,87.01,28.92,562,53.18,Jamie Lovemark,2017,0.2743116068316487,2018,0.21199852778800146
2017_Jason Day,241,494,286,416,335,540,403,634,469,743,625,772,708,988,172,420,4.15,35.86,23.99,26.6,19.48,16.67,119.47,53.94,306.2,108.0,374,756,73.33,63.72,3.04,4.04,4.59,33.56,17.78,14.67,8.07,86.88,28.26,533,53.92,Jason Day,2017,0.2635064482398048,2018,0.6518218623481782
2017_Jason Dufner,204,348,266,453,337,542,383,557,523,643,629,614,859,951,201,351,3.78,31.34,21.68,23.68,14.98,18.41,113.2,63.76,294.6,147.6,369,1126,50.0,67.21,3.06,4.01,4.7,34.03,18.12,14.43,5.12,86.46,29.3,506,42.06,Jason Dufner,2017,0.39247124433600555,2018,0.20500552079499448
2017_Jason Kokrak,267,433,294,453,350,535,392,596,502,583,633,630,817,1077,243,306,3.65,30.06,20.64,20.47,19.03,19.06,119.54,59.32,306.4,285.0,388,490,57.89,66.78,3.08,4.05,4.72,26.27,20.36,13.14,4.0,86.2,29.97,546,36.81,Jason Kokrak,2017,0.17079121645172535,2018,0.2576370997423629
2017_Jhonattan Vegas,311,413,306,447,330,523,369,559,460,681,521,792,834,1038,209,307,3.6,29.33,20.31,22.51,14.86,20.45,123.16,57.67,301.3,324.0,394,1023,38.89,65.93,3.09,4.06,4.62,28.87,16.54,6.86,4.24,85.8,29.67,509,45.74,Jhonattan Vegas,2017,0.356570233530847,2018,0.14501288185498712
2017_Jimmy Walker,235,385,269,424,356,449,357,648,453,615,697,724,651,1036,199,342,3.4,30.27,19.23,23.66,14.5,17.14,114.44,56.59,295.7,292.5,372,439,25.0,63.57,3.14,4.07,4.7,34.09,14.56,15.94,5.71,86.62,28.9,501,57.89,Jimmy Walker,2017,0.1530149878006274,2018,0.2646301067353699
2017_John Huh,229,336,270,374,321,456,400,644,531,901,649,982,844,990,227,256,3.34,27.02,18.88,18.94,14.02,14.8,108.97,64.09,287.1,316.8,387,382,47.06,65.78,3.06,4.01,4.74,31.13,17.83,14.16,5.69,88.18,29.0,554,57.23,John Huh,2017,0.13314743813175323,2018,0.17666543982333455
2017_Johnson Wagner,241,344,267,408,342,563,366,649,419,777,673,896,761,1028,196,233,3.3,26.46,18.78,19.84,14.22,17.74,110.66,63.18,288.1,226.8,363,321,55.56,66.93,3.07,4.07,4.72,29.56,20.51,14.42,5.02,87.66,29.54,521,51.49,Johnson Wagner,2017,0.11188567445102823,2018,0.12440191387559808
2017_Jon Rahm,217,416,313,384,334,577,372,412,443,781,558,774,754,900,212,280,4.11,32.25,23.56,25.0,21.34,23.5,116.68,58.66,305.8,135.8,368,1754,73.68,68.61,3.02,3.98,4.56,35.75,15.87,9.26,7.67,87.1,28.88,480,59.12,Jon Rahm,2017,0.6113628441965842,2018,0.5263157894736842
2017_Jonas Blixt,264,332,302,547,335,516,462,557,494,785,596,921,921,835,243,389,3.49,31.09,20.08,22.67,8.6,21.3,111.31,60.1,288.8,140.0,407,578,63.64,61.51,3.07,4.1,4.62,29.27,26.32,14.08,7.54,87.59,28.16,533,55.28,Jonas Blixt,2017,0.20146392471244337,2018,0.06146485093853515
2017_Jonathan Randolph,257,351,288,434,342,516,393,551,551,914,646,741,815,1446,217,301,3.46,28.73,19.58,21.13,13.07,21.21,114.02,64.25,287.7,283.5,403,221,33.33,62.87,3.04,4.08,4.72,25.35,19.75,11.43,4.19,86.78,28.92,517,45.95,Jonathan Randolph,2017,0.07703032415475776,2018,0.0610967979389032
2017_Jordan Spieth,249,385,242,467,268,521,371,470,471,565,553,765,739,726,185,285,4.49,35.0,25.5,26.43,21.4,25.73,113.11,60.0,295.6,175.5,351,2671,84.21,70.01,3.0,3.93,4.59,28.33,20.66,21.98,7.29,87.27,28.45,487,55.79,Jordan Spieth,2017,0.9309864064133845,2018,0.34781008465218993
2017_Justin Rose,265,316,256,378,288,557,388,593,472,894,521,849,799,1011,232,271,4.09,31.93,23.26,24.45,17.1,27.91,116.84,58.32,300.9,192.0,372,996,53.33,68.06,3.05,3.99,4.58,33.33,15.73,15.38,7.53,85.38,29.16,519,55.93,Justin Rose,2017,0.34715928895085396,2018,0.7327935222672065
2017_Justin Thomas,184,328,262,435,291,533,397,565,417,839,648,796,790,1385,179,273,4.48,37.39,25.88,27.33,21.48,24.0,117.07,55.05,309.7,101.6,345,2689,88.24,67.16,3.04,3.94,4.6,35.83,23.02,15.19,6.69,87.07,28.25,506,48.21,Justin Thomas,2017,0.9372603694667131,2018,0.9694516010305484
2017_Keegan Bradley,243,299,289,390,313,544,389,630,476,882,551,927,774,1074,241,413,3.75,30.18,21.57,23.05,11.03,20.74,115.67,66.78,299.8,141.2,372,794,56.52,68.63,3.02,4.0,4.71,31.02,14.53,11.2,5.01,86.84,29.4,551,48.81,Keegan Bradley,2017,0.2767514813523876,2018,0.3209422156790578
2017_Kelly Kraft,239,429,270,433,317,564,395,707,476,872,610,874,786,1081,167,317,3.35,28.91,18.94,21.01,12.15,22.59,111.6,60.06,291.9,319.5,378,672,75.0,63.15,3.07,4.09,4.77,28.02,16.54,12.37,3.72,86.92,29.32,562,42.66,Kelly Kraft,2017,0.2342279539909376,2018,0.23076923076923078
2017_Kevin Chappell,218,431,264,424,320,576,413,658,468,818,581,836,816,799,228,386,3.69,31.05,21.23,22.91,15.27,21.74,119.95,58.78,305.0,135.0,373,1015,55.0,65.25,3.11,4.05,4.61,23.83,19.83,13.48,4.47,86.57,29.34,538,42.75,Kevin Chappell,2017,0.35378180550714533,2018,0.21972764078027235
2017_Kevin Kisner,232,288,275,475,307,552,402,674,472,1017,549,1075,731,1042,198,358,3.6,28.72,20.35,21.9,16.52,22.35,112.22,67.76,289.5,294.0,361,1612,62.5,66.38,3.03,4.02,4.64,34.45,15.0,13.39,6.27,88.79,28.89,612,52.14,Kevin Kisner,2017,0.5618682467758801,2018,0.35737946264262055
2017_Kevin Na,212,265,267,465,285,464,384,564,442,635,549,767,749,1078,189,339,3.8,30.81,21.61,23.12,22.75,22.37,111.77,61.26,283.7,210.9,346,584,64.71,65.51,3.05,4.0,4.7,32.26,28.57,22.64,6.25,85.61,28.78,520,54.55,Kevin Na,2017,0.20355524573021958,2018,0.4354066985645933
2017_Kevin Streelman,202,324,304,454,325,557,392,753,425,875,580,924,913,1715,238,335,3.44,28.3,19.57,19.52,13.62,23.17,114.04,66.01,294.0,226.3,368,541,33.33,66.67,3.05,4.03,4.7,31.28,15.98,14.5,3.68,86.26,29.47,571,49.66,Kevin Streelman,2017,0.18856744510282328,2018,0.24769966875230034
2017_Kevin Tway,243,402,273,462,386,505,435,548,477,841,526,997,896,1016,239,326,3.64,30.4,20.83,23.29,13.25,22.54,122.57,52.48,309.2,158.4,383,619,60.0,64.71,3.08,4.04,4.58,28.02,12.59,15.53,5.96,88.24,28.86,520,45.7,Kevin Tway,2017,0.21575461833391427,2018,0.21236658078763343
2017_Kyle Stanley,231,391,241,411,302,496,356,703,461,727,607,1025,698,264,196,323,3.8,29.64,21.83,23.65,13.23,22.47,112.69,68.55,296.5,138.5,352,1204,56.52,70.39,3.06,4.0,4.59,29.58,19.09,8.21,5.33,86.88,29.63,533,47.73,Kyle Stanley,2017,0.41965841756709654,2018,0.4409274935590725
2017_Louis Oosthuizen,246,362,280,386,325,507,387,555,512,791,621,788,812,1189,287,319,3.26,27.65,18.73,21.04,13.86,17.61,114.23,61.29,296.3,159.4,401,956,62.5,65.23,3.12,4.03,4.64,32.03,16.25,12.35,5.93,88.65,28.94,508,61.22,Louis Oosthuizen,2017,0.33321714883234577,2018,0.22819285977180714
2017_Lucas Glover,246,419,265,454,323,481,391,659,479,767,601,907,823,845,183,333,3.7,29.15,20.99,22.59,13.31,21.3,116.35,65.37,298.6,231.4,370,706,50.0,69.94,3.07,3.99,4.65,26.94,23.12,11.76,4.8,87.59,29.54,522,49.33,Lucas Glover,2017,0.24607877309166956,2018,0.11924917188075083
2017_Luke List,258,321,281,430,348,466,418,549,436,679,581,683,656,916,222,324,3.99,31.85,23.19,23.87,19.88,23.55,120.71,55.63,311.5,98.0,366,741,60.0,69.1,3.03,4.04,4.5,31.75,13.97,10.83,5.9,85.75,29.52,488,46.43,Luke List,2017,0.2582781456953642,2018,0.39749723960250277
2017_Mackenzie Hughes,261,397,295,442,381,531,425,721,502,833,608,868,838,882,221,340,3.6,29.5,20.25,22.28,14.05,22.33,115.69,59.63,294.3,374.4,405,974,68.18,64.74,3.03,4.07,4.63,32.1,23.32,16.67,5.46,88.41,29.07,539,47.02,Mackenzie Hughes,2017,0.33949111188567443,2018,0.08354803091645197
2017_Marc Leishman,225,354,258,447,332,572,385,612,472,869,547,820,820,1027,228,293,3.81,30.37,21.91,23.75,15.49,19.55,118.53,57.94,298.6,135.0,377,1324,61.9,67.04,3.0,4.0,4.59,33.84,17.97,11.48,6.29,88.48,28.73,557,53.02,Marc Leishman,2017,0.4614848379226211,2018,0.42252484357747516
2017_Martin Flores,233,352,284,416,365,496,428,588,488,804,551,968,780,1069,215,310,3.37,26.68,19.41,19.85,17.03,23.04,117.85,52.79,300.6,145.8,371,383,66.67,70.64,3.01,4.04,4.67,35.68,18.52,10.19,5.03,87.8,29.86,500,50.0,Martin Flores,2017,0.13349599163471593,2018,0.07913139492086861
2017_Martin Laird,317,440,288,426,345,501,413,607,469,716,624,1098,817,996,213,281,3.47,28.7,20.21,21.44,11.11,21.72,115.46,65.66,296.9,106.7,396,676,50.0,65.86,3.04,4.02,4.65,29.56,21.37,14.52,4.56,87.87,29.0,536,47.2,Martin Laird,2017,0.23562216800278843,2018,0.16304747883695253
2017_Matt Every,268,353,281,474,332,546,408,747,529,890,609,943,757,1097,170,281,3.64,32.93,20.95,22.52,15.09,24.1,117.14,48.41,297.7,140.0,366,175,12.5,60.16,3.15,4.18,4.62,33.73,16.54,12.5,6.64,85.1,28.94,568,41.27,Matt Every,2017,0.06099686301847333,2018,0.04158998895841001
2017_Matt Jones,265,440,298,519,355,568,438,723,569,593,706,1088,850,1267,209,302,3.55,29.29,20.04,22.08,15.31,20.13,118.29,57.09,302.6,336.0,399,248,41.67,63.1,3.04,4.04,4.68,28.37,24.51,11.94,4.61,88.27,28.7,565,57.14,Matt Jones,2017,0.08644126873475079,2018,0.09716599190283401
2017_Matt Kuchar,236,296,290,505,316,503,420,559,501,815,634,715,804,674,198,281,3.62,28.92,20.59,22.85,9.42,24.54,108.57,65.94,285.4,207.0,382,1260,75.0,66.73,3.02,4.0,4.64,35.35,16.56,10.08,6.23,88.12,28.72,514,57.55,Matt Kuchar,2017,0.439177413733008,2018,0.24990798675009201
2017_Michael Kim,228,343,251,425,335,520,405,606,487,750,567,907,860,676,205,395,3.66,30.36,20.49,22.4,15.14,22.49,111.1,59.71,289.6,540.0,368,483,36.84,65.68,3.1,4.01,4.67,36.73,17.61,11.63,3.23,88.11,28.96,548,53.52,Michael Kim,2017,0.16835134193098641,2018,0.24843577475156423
2017_Michael Thompson,287,314,339,468,371,528,401,769,525,725,645,749,635,1194,207,329,3.11,26.68,17.86,19.51,9.94,20.0,111.99,61.72,284.8,168.0,393,278,66.67,63.69,3.01,4.06,4.77,42.73,18.48,17.81,6.98,89.78,28.88,545,58.16,Michael Thompson,2017,0.09689787382363192,2018,0.10305483989694517
2017_Nicholas Lindheim,279,354,266,511,336,548,394,606,422,1027,691,937,1131,395,213,247,3.54,29.95,20.04,22.28,12.83,19.43,111.22,56.19,287.1,252.0,365,93,44.44,65.67,2.96,4.11,4.76,36.92,28.26,11.59,5.82,86.25,29.25,568,53.93,Nicholas Lindheim,2017,0.03241547577553154,2018,0.10011041589988959
2017_Nick Taylor,253,402,315,480,332,556,413,579,509,760,718,1034,724,948,223,280,3.39,27.86,19.42,20.22,14.14,23.81,110.1,61.66,291.6,171.0,397,532,31.58,66.14,3.07,4.05,4.59,31.46,21.47,12.23,3.13,86.62,29.38,538,47.71,Nick Taylor,2017,0.18543046357615894,2018,0.15458225984541774
2017_Nick Watney,216,329,276,430,337,471,401,485,440,755,564,963,753,1212,211,280,3.32,26.46,19.0,20.45,13.41,16.67,119.36,55.67,300.9,177.4,345,386,57.14,66.43,3.0,4.07,4.68,34.57,12.1,14.68,5.57,86.71,29.45,481,56.1,Nick Watney,2017,0.13454165214360406,2018,0.18071402281928597
2017_Ollie Schniederjans,241,402,282,392,321,487,394,593,460,822,566,858,566,1262,204,295,3.79,30.88,21.46,23.93,15.05,18.88,123.34,51.89,300.7,261.0,352,882,50.0,66.03,3.06,4.03,4.63,34.84,17.83,6.09,3.75,87.29,29.15,526,54.55,Ollie Schniederjans,2017,0.30742418961310564,2018,0.21089436878910564
2017_Pat Perez,257,446,285,389,332,477,420,602,498,769,682,748,867,1187,186,300,3.72,30.96,21.17,21.54,15.3,19.11,115.15,62.0,290.9,202.5,404,1461,66.67,66.17,3.06,4.01,4.59,34.36,25.81,11.54,6.27,86.66,28.69,514,54.55,Pat Perez,2017,0.5092366678285116,2018,0.41074714758925285
2017_Patrick Cantlay,241,422,261,395,341,528,387,547,561,635,574,950,745,839,218,322,3.73,29.65,21.41,21.62,16.98,22.43,113.94,61.47,298.9,144.0,385,578,38.46,69.21,3.04,4.01,4.56,27.48,20.0,17.72,6.4,87.89,29.19,533,51.14,Patrick Cantlay,2017,0.20146392471244337,2018,0.5108575634891425
2017_Patrick Reed,257,392,284,455,352,508,393,663,496,825,626,944,816,953,207,300,3.75,31.64,20.89,23.22,15.53,22.02,116.86,57.18,295.6,1800.0,402,896,58.33,62.17,3.06,4.03,4.65,34.4,13.67,14.05,4.8,89.26,28.32,555,51.09,Patrick Reed,2017,0.3123039386545835,2018,0.5723224144276776
2017_Patrick Rodgers,249,437,322,417,367,558,442,584,525,816,528,916,838,968,235,330,3.3,26.91,18.39,18.75,13.65,15.45,121.55,52.9,306.3,1332.0,397,639,45.45,65.84,3.12,4.08,4.72,30.91,16.67,14.29,6.02,86.92,29.85,547,39.82,Patrick Rodgers,2017,0.22272568839316836,2018,0.19911667280088333
2017_Patton Kizzire,240,406,262,454,318,512,380,593,547,687,612,1028,946,1134,215,238,3.59,30.15,20.25,23.83,12.79,22.98,113.48,52.54,293.0,342.0,363,519,35.71,63.52,3.04,4.08,4.78,30.93,14.53,19.42,4.27,86.41,29.09,532,50.0,Patton Kizzire,2017,0.18089926803764378,2018,0.5101214574898786
2017_Paul Casey,231,422,286,405,295,519,350,578,441,862,535,798,832,660,211,380,3.87,29.62,22.1,23.52,14.41,23.0,116.27,64.13,297.5,162.0,373,1135,77.27,70.06,3.02,3.97,4.63,33.67,18.8,9.52,5.92,87.21,29.03,541,39.17,Paul Casey,2017,0.3956082258626699,2018,0.4854619065145381
2017_Peter Malnati,257,353,299,426,341,470,454,666,495,814,603,1113,962,1209,203,327,3.49,29.63,19.74,22.21,15.54,21.4,108.21,63.1,282.3,306.0,378,182,46.67,62.48,3.0,4.07,4.73,27.78,20.0,19.63,7.59,88.28,28.4,518,53.06,Peter Malnati,2017,0.06343673753921227,2018,0.08317997791682002
2017_Phil Mickelson,248,380,263,397,319,478,398,607,510,791,524,1052,769,756,158,316,3.86,33.04,22.29,25.86,13.54,22.12,114.24,55.05,293.5,120.0,374,734,57.89,62.85,3.07,4.04,4.54,32.46,14.49,19.23,5.24,88.31,28.25,500,53.33,Phil Mickelson,2017,0.2558382711746253,2018,0.56900993743099
2017_Rafa Cabrera Bello,270,344,281,504,335,450,444,667,517,723,619,1146,645,1024,182,328,3.48,29.44,19.44,21.18,13.92,17.42,111.17,61.43,291.7,1080.0,393,615,58.33,62.69,3.05,4.04,4.77,36.36,18.95,7.02,4.41,89.2,28.85,545,53.33,Rafa Cabrera Bello,2017,0.21436040432206344,2018,0.2885535517114464
2017_Retief Goosen,232,357,273,379,341,531,385,644,475,628,612,831,593,1110,232,250,3.39,28.03,19.2,20.78,10.98,17.91,112.8,57.79,291.8,276.0,364,205,28.57,63.89,3.03,4.04,4.81,25.78,16.9,2.44,3.41,86.41,29.09,515,52.31,Retief Goosen,2017,0.07145346810735448,2018,0.09606183290393816
2017_Richy Werenski,254,505,277,520,302,527,404,728,492,946,550,801,881,964,194,322,3.51,28.29,19.89,21.04,10.95,17.8,110.78,65.92,291.2,266.4,360,423,46.15,67.42,3.0,4.04,4.67,29.52,17.16,9.47,4.48,88.5,29.31,583,44.74,Richy Werenski,2017,0.14743813175322412,2018,0.1832903938167096
2017_Rickie Fowler,205,339,267,460,294,513,388,642,469,866,590,945,663,1082,200,348,4.28,34.75,24.2,27.19,15.68,21.91,115.12,63.91,300.3,228.0,357,1832,72.22,67.03,2.97,3.99,4.57,41.36,21.37,22.58,5.36,88.22,28.3,571,68.66,Rickie Fowler,2017,0.6385500174276751,2018,0.479205005520795
2017_Ricky Barnes,227,388,299,402,334,514,410,594,486,730,735,1078,853,889,210,343,3.34,28.83,19.02,19.7,16.21,18.73,115.95,54.32,284.9,207.0,374,324,50.0,63.53,3.06,4.05,4.67,25.12,19.58,12.39,6.75,87.86,28.62,546,51.05,Ricky Barnes,2017,0.11293133495991635,2018,0.060360691939639305
2017_Robert Garrigus,233,315,265,491,297,511,342,642,458,711,615,951,910,828,214,413,3.96,31.15,22.53,24.9,15.14,21.61,117.24,59.52,300.7,185.1,347,448,61.54,69.52,3.03,4.0,4.68,24.47,20.8,9.88,5.74,86.03,29.46,532,48.51,Robert Garrigus,2017,0.15615196932729175,2018,0.12992270887007729
2017_Robert Streb,259,390,264,430,336,515,401,603,520,776,718,837,858,1001,220,309,3.45,28.82,19.39,19.55,16.94,21.67,116.04,57.58,294.3,423.0,393,577,44.44,65.19,3.05,4.03,4.74,30.3,21.94,12.61,3.93,87.13,29.13,534,45.66,Robert Streb,2017,0.20111537120948064,2018,0.057048214942951786
2017_Rod Pampling,217,305,283,528,319,544,430,691,568,932,746,903,859,1035,211,390,3.1,26.07,17.45,19.72,12.99,13.15,113.2,60.83,287.8,426.0,403,630,61.54,64.01,3.11,4.11,4.75,27.37,18.75,12.84,2.86,85.07,29.97,612,47.79,Rod Pampling,2017,0.219588706866504,2018,0.023555391976444608
2017_Rory McIlroy,251,585,321,564,353,397,384,430,445,627,582,699,765,1101,189,334,3.85,31.86,21.99,22.58,16.67,23.44,120.03,55.06,317.2,172.8,376,803,72.73,65.63,3.07,4.02,4.54,22.33,23.08,5.77,7.33,86.01,28.75,510,63.24,Rory McIlroy,2017,0.27988846287905195,2018,0.42473316157526686
2017_Rory Sabbatini,222,416,241,346,315,532,402,648,550,678,554,948,769,1052,208,286,3.83,31.0,21.97,23.33,20.44,22.4,111.07,64.91,291.6,146.3,361,375,53.85,67.35,3.05,4.03,4.58,23.75,24.53,15.66,5.88,85.39,29.34,504,52.04,Rory Sabbatini,2017,0.1307075636110143,2018,0.19175561280824438
2017_Russell Henley,216,393,280,453,321,525,393,670,478,791,597,948,825,878,231,398,3.85,30.12,21.71,25.31,10.96,19.12,113.37,63.66,298.0,291.0,379,1129,54.55,67.81,3.03,4.01,4.63,33.04,24.42,17.27,5.57,88.26,29.07,560,46.05,Russell Henley,2017,0.3935169048448937,2018,0.20942215679057785
2017_Russell Knox,256,555,233,488,300,451,386,683,539,989,625,839,848,1127,208,403,3.71,29.71,20.87,22.13,11.73,21.7,111.53,67.62,288.6,420.0,362,669,38.46,66.59,3.05,4.04,4.67,28.83,15.65,7.14,5.65,86.04,29.41,580,37.93,Russell Knox,2017,0.2331822934820495,2018,0.215311004784689
